created_at,"field1(Temperature ºC )",field2(Humidity),field3(Voltage),"field4(WIFI RSSI)","field5(GSM RSSI)",field6(Light),"field7(RS485 Temperature ºC )","field8(RS485 Humidity)","field9(Presión atmosférica)","field10(RS485 Soil Moisture)","field11(External Light)","field12(PT100 Temperature ºC )","field13(Wind Speed)","field14(Carbon Dioxide)","field15(RS485 Atmospheric Pressure)",status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-04-06T15:14:20-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T16:14:15-05:00,20.9892,63.2532,3.663,,,0.6,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T16:14:19-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T17:14:15-05:00,21.1013,62.0294,3.663,,,0.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T17:14:19-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T17:50:51-05:00,,,,-86,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T18:14:15-05:00,20.3403,63.2242,3.6593,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T18:14:19-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T19:14:15-05:00,19.5499,65.5924,3.663,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T19:14:20-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T20:14:16-05:00,19.168,66.8376,3.663,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T20:14:20-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T20:50:57-05:00,,,,,,,,,,,,,,,,,,,,,,A9973XDGS1A,507,,
2025-04-06T21:14:17-05:00,18.8849,68.3757,3.663,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T21:14:21-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T22:14:18-05:00,18.8155,68.7236,3.6593,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T22:14:22-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T23:14:19-05:00,18.714,69.3034,3.663,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T23:14:23-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-06T23:50:45-05:00,,,,,,,,,,,,,,,,,,,,"c8:1f:be:a7:42:81,-65;04:d4:c4:36:81:c8,-68;4c:ed:fb:7a:6b:e0,-69;18:de:d7:b1:f0:c8,-74;88:66:39:49:3e:ff,-76",,A9973XDGS1A,,,
2025-04-06T23:50:49-05:00,,,,-68,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T00:14:19-05:00,18.5592,68.1407,3.6593,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T00:14:24-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T01:14:20-05:00,18.4203,68.9143,3.663,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T01:14:25-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T02:14:20-05:00,18.3776,69.7902,3.663,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T02:14:25-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T02:50:45-05:00,,,,-66,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T03:14:20-05:00,18.2361,70.0542,3.663,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T03:14:24-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T04:14:21-05:00,18.0091,69.3584,3.663,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T04:14:25-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T05:14:22-05:00,17.7687,70.9529,3.6593,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T05:14:26-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T05:50:45-05:00,,,,-66,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T06:14:22-05:00,17.686,71.0399,3.663,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T06:14:27-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T07:14:23-05:00,17.1199,64.9683,3.663,,,1.2,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T07:14:28-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T08:14:25-05:00,19.5926,60.3738,3.6593,,,1.05,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T08:14:29-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T08:50:45-05:00,,,,-70,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T09:14:25-05:00,20.5379,52.4727,3.663,,,0.75,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T09:14:29-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T10:14:26-05:00,21.371,56.9482,3.6593,,,0.3,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T10:14:30-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T11:14:26-05:00,21.8811,62.1637,3.663,,,0.6,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T11:14:31-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T11:50:48-05:00,,,,-71,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T12:14:26-05:00,22.4311,58.3322,3.6593,,,0.6,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T12:14:30-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T13:14:26-05:00,23.1228,57.4807,3.6593,,,0.45,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T13:14:31-05:00,,,,,,,,,101.5,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T14:14:27-05:00,23.3791,58.6984,3.663,,,0.6,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T14:14:31-05:00,,,,,,,,,101.4,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T14:50:58-05:00,,,,-85,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T14:51:17-05:00,,,,,,,,,,,,,,,,,,,,,,A9973XDGS1A,507,,
2025-04-07T14:51:18-05:00,,,,,,,,,,,,,,,,,,,,,,A9973XDGS1A,-1,,
2025-04-07T15:14:27-05:00,22.2602,63.595,3.6593,,,6.6,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T15:14:32-05:00,,,,,,,,,101.4,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T16:14:28-05:00,20.8637,62.5849,3.6593,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T16:14:33-05:00,,,,,,,,,101.5,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T17:14:28-05:00,20.2415,65.243,3.663,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T17:14:33-05:00,,,,,,,,,101.4,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T17:50:59-05:00,,,,,,,,,,,,,,,,,,,,,,A9973XDGS1A,507,,
2025-04-07T18:14:28-05:00,19.7608,65.6702,3.6593,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T18:14:33-05:00,,,,,,,,,101.5,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T19:14:28-05:00,19.5205,66.5034,3.6593,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T19:14:32-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T20:14:29-05:00,19.2668,68.5222,3.6593,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T20:14:33-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T20:50:46-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:81:c8,-67;4c:ed:fb:7a:6b:e0,-69;18:de:d7:aa:92:49,-71;c8:1f:be:a7:42:81,-72;88:66:39:6b:1d:0b,-76",,A9973XDGS1A,,,
2025-04-07T20:50:48-05:00,,,,-67,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T21:14:29-05:00,19.0398,68.3146,3.6593,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T21:14:34-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T22:14:29-05:00,18.9143,68.9387,3.6593,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T22:14:34-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T23:14:29-05:00,18.7861,69.546,3.6593,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T23:14:33-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-07T23:50:59-05:00,,,,,,,,,,,,,,,,,,,,,,A9973XDGS1A,507,,
2025-04-08T00:14:29-05:00,18.7007,69.25,3.6593,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T00:14:34-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T01:14:30-05:00,18.658,70.0008,3.6593,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T01:14:34-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T02:14:31-05:00,18.5752,69.1676,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T02:14:35-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T02:50:47-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:81:c8,-65;4c:ed:fb:7a:6b:e0,-66;c8:1f:be:a7:42:81,-74;88:66:39:49:3e:ff,-78;88:66:39:55:31:c0,-79",,A9973XDGS1A,,,
2025-04-08T02:50:49-05:00,,,,-66,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T03:14:32-05:00,18.3349,69.1569,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T03:14:36-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T04:14:32-05:00,18.2227,68.7404,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T04:14:36-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T05:14:33-05:00,18.1212,70.2113,3.6593,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T05:14:37-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T05:50:48-05:00,,,,-76,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T06:14:34-05:00,18.0091,69.1585,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T06:14:38-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T07:14:34-05:00,17.9236,71.0811,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T07:14:39-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T08:14:34-05:00,17.499,64.3824,3.6556,,,0.45,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T08:14:38-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T08:50:47-05:00,,,,-74,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T09:14:34-05:00,18.2921,69.07,3.6556,,,50.4,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T09:14:38-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T10:14:34-05:00,19.2802,66.9062,3.6593,,,7.35,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T10:14:39-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T11:14:34-05:00,19.5499,56.7025,3.6556,,,0.6,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T11:14:38-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T11:50:47-05:00,,,,-72,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T12:14:34-05:00,19.5792,56.144,3.6593,,,0.6,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T12:14:38-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T13:14:34-05:00,19.1814,52.4941,3.6556,,,0.3,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T13:14:39-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T14:14:36-05:00,19.7608,62.1042,3.6556,,,50.4,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T14:14:40-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T14:50:47-05:00,,,,-77,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T15:14:36-05:00,19.1253,63.8117,3.6593,,,51.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T15:14:40-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T16:14:37-05:00,18.2654,59.4263,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T16:14:41-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T17:14:38-05:00,17.8408,59.4385,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T17:14:42-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T17:50:48-05:00,,,,-77,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T18:14:38-05:00,17.4296,55.1446,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T18:14:42-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T19:14:39-05:00,17.499,58.8342,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T19:14:43-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T20:14:40-05:00,17.7554,60.0336,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T20:14:44-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T20:50:49-05:00,,,,-71,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T21:14:40-05:00,17.7287,61.0742,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T21:14:45-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T22:14:41-05:00,17.7981,65.684,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T22:14:45-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T23:14:41-05:00,17.8248,66.421,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T23:14:45-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-08T23:50:49-05:00,,,,-72,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T00:14:42-05:00,17.686,67.097,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T00:14:46-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T01:14:42-05:00,17.5551,67.6417,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T01:14:47-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T02:14:43-05:00,17.459,68.1788,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T02:14:48-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T02:50:58-05:00,,,,-71,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T03:14:43-05:00,17.3041,68.69,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T03:14:47-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T04:14:43-05:00,17.3869,69.07,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T04:14:48-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T05:14:43-05:00,17.4723,69.4911,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T05:14:48-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T05:50:56-05:00,,,,-87,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T06:14:44-05:00,17.4723,69.5521,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T06:14:48-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T07:14:44-05:00,17.5284,69.8177,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T07:14:48-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T08:14:44-05:00,17.6139,63.5538,3.6519,,,56.1,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T08:14:49-05:00,,,,,,,,,102,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T08:50:50-05:00,,,,-71,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T09:14:45-05:00,18.901,62.8733,3.6556,,,0.75,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T09:14:49-05:00,,,,,,,,,102,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T10:14:45-05:00,19.5926,59.2325,3.6556,,,7.05,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T10:14:49-05:00,,,,,,,,,102,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T11:14:45-05:00,19.379,58.909,3.6556,,,51.6,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T11:14:50-05:00,,,,,,,,,102,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T11:50:50-05:00,,,,-66,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T12:14:46-05:00,19.2107,60.7385,3.6556,,,51.75,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T12:14:50-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T13:14:46-05:00,18.1907,53.6065,3.6519,,,0.3,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T13:14:51-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T14:14:46-05:00,18.0785,56.9772,3.6519,,,0.3,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T14:14:50-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T14:50:52-05:00,,,,-63,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T15:14:46-05:00,17.8408,54.7829,3.6519,,,0.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T15:14:51-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T16:14:46-05:00,17.686,54.2031,3.6519,,,0.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T16:14:51-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T17:14:46-05:00,17.7981,54.519,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T17:14:51-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T17:50:51-05:00,,,,-65,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T17:51:05-05:00,,,,,,,,,,,,,,,,,,,,,,A9973XDGS1A,507,,
2025-04-09T18:14:46-05:00,17.8248,64.4556,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T18:14:51-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T19:14:48-05:00,18.164,65.6611,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T19:14:52-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T20:14:48-05:00,18.2227,65.6382,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T20:14:52-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T20:50:50-05:00,,,,-61,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T21:14:48-05:00,18.2227,66.2776,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T21:14:53-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T22:14:48-05:00,18.1773,66.7918,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T22:14:53-05:00,,,,,,,,,102,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T23:14:49-05:00,18.1212,67.3396,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T23:14:53-05:00,,,,,,,,,102,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-09T23:50:51-05:00,,,,-62,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T00:14:49-05:00,18.0652,68.0858,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T00:14:54-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T01:14:49-05:00,17.9797,68.3482,3.6482,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T01:14:54-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T02:14:49-05:00,17.8836,69.0379,3.6556,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T02:14:54-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T02:50:54-05:00,,,,-61,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T03:14:49-05:00,17.7687,69.4453,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T03:14:53-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T04:14:49-05:00,17.5711,69.6376,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T04:14:54-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T05:14:50-05:00,17.3602,70.1472,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T05:14:54-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T05:50:49-05:00,,,,-62,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T06:14:50-05:00,17.3308,70.9529,3.6519,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T06:14:54-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T07:14:50-05:00,17.5711,70.5623,3.6519,,,0.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T07:14:54-05:00,,,,,,,,,102,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T08:14:51-05:00,18.164,69.2073,3.6519,,,0.3,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T08:14:55-05:00,,,,,,,,,102,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T08:50:51-05:00,,,,-78,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T09:14:52-05:00,18.1506,59.2523,3.6519,,,0.45,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T09:14:56-05:00,,,,,,,,,102.1,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T10:14:52-05:00,18.6873,58.3948,3.6519,,,0.6,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T10:14:56-05:00,,,,,,,,,102,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T11:14:52-05:00,18.7701,56.3073,3.6519,,,51.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T11:14:56-05:00,,,,,,,,,102,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T11:50:51-05:00,,,,-67,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T12:14:52-05:00,19.4377,55.2819,3.6519,,,50.1,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T12:14:57-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T13:14:53-05:00,18.4337,52.5689,3.6519,,,50.55,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T13:14:57-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T14:14:53-05:00,18.4764,52.6085,3.6519,,,50.25,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T14:14:58-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T14:50:51-05:00,,,,-70,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T15:14:53-05:00,18.7568,53.8674,3.6519,,,0.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T15:14:58-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-04-10T16:14:53-05:00,18.3482,53.2097,3.6519,,,51.9,,,,,,,,,,,,,,,,A9973XDGS1A,,,
