created_at,"field1(Temperature ºC )",field2(Humidity),field3(Voltage),"field4(WIFI RSSI)","field5(GSM RSSI)",field6(Light),"field7(RS485 Temperature ºC )","field8(RS485 Humidity)","field9(RS485 Soil Temperature ºC )","field10(RS485 Soil Moisture)","field11(External Light)","field12(PT100 Temperature ºC )","field13(Wind Speed)","field14(Carbon Dioxide)","field15(RS485 Atmospheric Pressure)",status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-04-24T07:45:26-05:00,,,3.8369,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T08:16:25-05:00,24.3084,64.6082,,,,98.25,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T08:16:28-05:00,,,,-60,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T08:16:39-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-24T08:45:26-05:00,,,3.8369,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T09:16:25-05:00,24.3938,65.5039,,,,96.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T09:16:28-05:00,,,,-64,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T09:16:42-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-24T09:45:27-05:00,,,3.8369,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T10:16:25-05:00,24.522,65.0797,,,,97.8,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T10:16:41-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-24T10:45:28-05:00,,,3.8369,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T11:16:26-05:00,24.5941,64.7944,,,,98.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T11:16:31-05:00,,,,-52,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T11:16:42-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-24T11:45:29-05:00,,,3.8369,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T12:16:27-05:00,24.7063,64.6113,,,,97.35,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T12:16:30-05:00,,,,-62,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T12:16:44-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-24T12:45:29-05:00,,,3.8369,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T13:16:27-05:00,24.8878,65.2796,,,,97.35,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T13:16:34-05:00,,,,-64,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T13:16:44-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,503,,
2025-04-24T13:16:45-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-24T13:45:29-05:00,,,3.8369,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T14:16:27-05:00,25.0587,64.8829,,,,97.65,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T14:16:31-05:00,,,,-60,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T14:16:45-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,503,,
2025-04-24T14:16:46-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-24T14:45:29-05:00,,,3.8369,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T15:16:28-05:00,25.1148,61.4481,,,,96.45,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T15:16:34-05:00,,,,-59,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T15:45:30-05:00,,,3.8369,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T16:16:28-05:00,24.9012,61.6541,,,,97.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T16:16:38-05:00,,,,-49,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T16:45:30-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T17:16:28-05:00,25.0587,63.1006,,,,97.2,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T17:16:34-05:00,,,,-59,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T17:45:30-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T18:16:28-05:00,25.227,65.8396,,,,97.8,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T18:16:33-05:00,,,,-50,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T18:45:30-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T19:16:28-05:00,25.2831,64.6036,,,,95.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T19:16:44-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-24T19:45:31-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T20:16:29-05:00,25.1015,62.5834,,,,96.9,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T20:16:32-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-42;40:b0:76:af:1c:88,-48;56:13:79:21:af:c7,-56;d4:5d:64:ea:85:20,-59;04:d4:c4:36:aa:58,-73",,S6A3BF4GS1A,,,
2025-04-24T20:16:45-05:00,,,,-63,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T20:45:31-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T21:16:29-05:00,25.0454,63.3768,,,,98.1,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T21:16:32-05:00,,,,-44,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T21:45:31-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T22:16:30-05:00,24.9706,63.183,,,,98.1,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T22:16:32-05:00,,,,-75,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T22:45:32-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T23:16:30-05:00,24.8585,62.4414,,,,97.5,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T23:16:33-05:00,,,,-79,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-24T23:45:33-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T00:16:30-05:00,24.7757,61.0864,,,,98.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T00:16:43-05:00,,,,-70,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T00:45:34-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T01:16:30-05:00,24.6208,61.4664,,,,99.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T01:16:38-05:00,,,,-56,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T01:45:34-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T02:16:30-05:00,24.6502,60.827,,,,97.35,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T02:16:41-05:00,,,,-63,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T02:45:35-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T03:16:30-05:00,24.5941,60.3876,,,,97.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T03:16:33-05:00,,,,-63,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T03:45:36-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T04:16:30-05:00,24.522,60.7813,,,,97.65,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T04:16:41-05:00,,,,-80,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T04:45:36-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T05:16:31-05:00,24.4366,61.1841,,,,97.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T05:16:33-05:00,,,,-62,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T05:45:36-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T06:16:31-05:00,24.3645,60.6256,,,,99,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T06:16:37-05:00,,,,-61,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T06:45:37-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T07:16:32-05:00,24.4499,60.9628,,,,98.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T07:16:39-05:00,,,,-62,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T07:16:49-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-25T07:45:38-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T08:16:33-05:00,24.2122,59.0738,,,,98.25,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T08:16:48-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,502,,
2025-04-25T08:16:49-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-25T08:45:38-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T09:16:34-05:00,24.2122,61.0788,,,,99.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T09:16:52-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-25T09:45:38-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T10:16:35-05:00,24.3244,64.1077,,,,97.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T10:16:52-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,502,,
2025-04-25T10:16:53-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-25T10:45:38-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T11:16:36-05:00,24.5781,64.7257,,,,98.55,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T11:16:54-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-25T11:45:38-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T12:16:37-05:00,24.522,61.297,,,,97.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T12:16:39-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-41;40:b0:76:af:1c:88,-49;f2:b0:de:81:8f:4d,-50;5a:85:63:fe:32:ea,-64;56:13:79:21:af:c7,-65",,S6A3BF4GS1A,,,
2025-04-25T12:16:41-05:00,,,,-46,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T12:45:39-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T13:16:37-05:00,24.4659,61.2558,,,,99.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T13:16:43-05:00,,,,-68,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T13:45:40-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T14:16:37-05:00,24.4659,60.3006,,,,97.35,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T14:16:43-05:00,,,,-60,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T14:45:40-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T15:16:37-05:00,24.4366,61.8692,,,,98.4,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T15:16:52-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,502,,
2025-04-25T15:16:53-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-25T15:45:40-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T16:16:37-05:00,24.2523,60.4227,,,,98.4,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T16:16:55-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-25T16:45:40-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T17:16:37-05:00,24.295,60.8499,,,,98.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T17:16:55-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-25T17:45:40-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T18:16:38-05:00,24.5647,62.1729,,,,97.05,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T18:16:56-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-25T18:45:40-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T19:16:38-05:00,24.4953,62.1912,,,,97.5,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T19:16:41-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-42;0e:ab:b3:ee:60:e7,-46;40:b0:76:af:1c:88,-55;56:13:79:21:af:c7,-58;98:35:ed:33:55:b4,-70",,S6A3BF4GS1A,,,
2025-04-25T19:16:55-05:00,,,,-75,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T19:45:41-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T20:16:38-05:00,24.3378,61.3489,,,,97.5,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T20:16:50-05:00,,,,-68,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T20:45:41-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T21:16:38-05:00,24.2256,59.7513,,,,99.45,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T21:16:54-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-25T21:45:41-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T22:16:38-05:00,24.0707,59.1653,,,,98.55,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T22:16:41-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-40;40:b0:76:af:1c:88,-46;56:13:79:21:af:c7,-55;d4:5d:64:ea:85:20,-55;4c:ed:fb:7a:89:00,-56",,S6A3BF4GS1A,,,
2025-04-25T22:16:46-05:00,,,,-49,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T22:45:41-05:00,,,3.8295,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T23:16:38-05:00,24.0013,59.7955,,,,99.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-25T23:16:54-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-25T23:45:41-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T00:16:39-05:00,23.801,58.854,,,,99.45,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T00:16:54-05:00,,,,-76,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T00:17:08-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,503,,
2025-04-26T00:17:09-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-26T00:45:41-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T01:16:40-05:00,23.6622,59.8245,,,,99.45,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T01:16:44-05:00,,,,-49,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T01:45:41-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T02:16:41-05:00,23.4806,56.7468,,,,88.65,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T02:16:46-05:00,,,,-88,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T02:16:56-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,503,,
2025-04-26T02:16:57-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-26T02:45:41-05:00,,,3.8332,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T03:16:41-05:00,23.3097,57.847,,,,88.8,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T03:16:54-05:00,,,,-75,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T03:45:42-05:00,,,3.8295,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T04:16:42-05:00,23.1682,58.3825,,,,1.8,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T04:16:57-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-26T04:45:43-05:00,,,3.8295,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T05:16:42-05:00,23.0133,57.8882,,,,99.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T05:16:45-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-45;40:b0:76:af:1c:88,-54;56:13:79:21:af:c7,-55;d4:5d:64:ea:85:20,-59;92:7d:68:fb:df:4f,-62",,S6A3BF4GS1A,,,
2025-04-26T05:16:47-05:00,,,,-53,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T05:45:44-05:00,,,3.8295,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T06:16:42-05:00,23.0987,56.9665,,,,99.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T06:16:51-05:00,,,,-64,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T06:45:45-05:00,,,3.8295,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T07:16:42-05:00,23.1388,60.6302,,,,97.65,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T07:16:47-05:00,,,,-43,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T07:45:46-05:00,,,3.8295,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T08:16:42-05:00,23.2109,64.3412,,,,95.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T08:16:47-05:00,,,,-47,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T08:17:00-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-26T08:17:01-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,-1,,
2025-04-26T08:45:47-05:00,,,3.8295,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T09:16:42-05:00,23.2937,62.4063,,,,95.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T09:16:56-05:00,,,,-68,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T09:45:47-05:00,,,3.8295,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T10:16:42-05:00,23.3951,62.3178,,,,95.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T10:16:46-05:00,,,,-51,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T10:45:48-05:00,,,3.8295,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T11:16:43-05:00,23.55,63.4134,,,,96.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T11:16:48-05:00,,,,-51,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T11:45:48-05:00,,,3.8295,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T12:16:44-05:00,23.6622,61.9516,,,,97.5,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T12:16:59-05:00,,,,-70,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T12:45:48-05:00,,,3.8295,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T13:16:44-05:00,23.5767,61.915,,,,98.1,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T13:16:48-05:00,,,,-53,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T13:45:49-05:00,,,3.8258,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T14:16:44-05:00,23.6061,62.3468,,,,98.1,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T14:17:00-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-26T14:45:49-05:00,,,3.8258,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T15:16:46-05:00,23.761,63.9124,,,,96.45,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T15:16:49-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-38;ca:08:e9:3e:4e:b5,-50;40:b0:76:af:1c:88,-51;4c:ed:fb:7a:89:00,-69;98:35:ed:33:55:b4,-74",,S6A3BF4GS1A,,,
2025-04-26T15:17:00-05:00,,,,-83,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T15:45:50-05:00,,,3.8258,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T16:16:46-05:00,23.7449,62.6078,,,,97.35,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T16:16:51-05:00,,,,-75,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T16:45:49-05:00,,,3.8258,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T17:16:46-05:00,23.8438,62.8305,,,,97.2,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T17:17:02-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-26T17:45:50-05:00,,,3.8258,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T18:16:46-05:00,23.7743,63.3845,,,,97.65,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T18:16:49-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-40;40:b0:76:af:1c:88,-43;52:0b:c9:54:99:0e,-57;56:13:79:21:af:c7,-57;1a:5b:36:7f:50:99,-61",,S6A3BF4GS1A,,,
2025-04-26T18:16:52-05:00,,,,-45,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T18:45:51-05:00,,,3.8258,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T19:16:46-05:00,23.8731,63.4546,,,,95.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T19:16:59-05:00,,,,-48,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T19:45:50-05:00,,,3.8258,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T20:16:46-05:00,23.7049,62.6215,,,,98.55,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T20:17:02-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-26T20:45:50-05:00,,,3.8258,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T21:16:46-05:00,23.6194,61.8158,,,,98.55,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T21:16:49-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-43;40:b0:76:af:1c:88,-45;52:0b:c9:54:99:0e,-54;56:13:79:21:af:c7,-55;d4:5d:64:ea:85:20,-58",,S6A3BF4GS1A,,,
2025-04-26T21:16:52-05:00,,,,-65,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T21:45:50-05:00,,,3.8221,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T22:16:46-05:00,23.5206,63.1098,,,,97.8,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T22:16:50-05:00,,,,-65,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T22:45:50-05:00,,,3.8258,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T23:16:46-05:00,23.5206,62.9923,,,,98.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T23:16:52-05:00,,,,-62,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-26T23:45:51-05:00,,,3.8221,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-27T00:16:46-05:00,23.3818,60.2365,,,,99.45,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-27T00:16:58-05:00,,,,-60,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-04-27T00:17:12-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-27T00:17:13-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,-1,,
2025-04-27T00:17:26-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-04-27T00:17:27-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,-1,,
2025-04-27T00:17:40-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
